date,Station_No,TSP,PM2.5,O3,CO,NO2,SO2,Temperature,Humidity
18-11-2021 13:00,2,50.54666667,23.63833333,191.3270667,,54.23296667,147.1566667,32.265,65.25666667
18-11-2021 14:00,2,47.02,20.84833333,199.0154833,,64.6467,144.5366667,30.19833333,74.54666667
18-11-2021 15:00,2,37.485,12.75166667,176.6045667,,88.89313333,165.9333333,28.92,77.54666667
18-11-2021 16:00,2,41.865,16.025,161.1623,,85.00366667,203.4866667,28.83833333,80.2
18-11-2021 17:00,2,49.58,21.51666667,146.53795,,88.95586667,252.3933333,28.56166667,83.07
18-11-2021 18:00,2,55.70333333,27.30666667,131.4882833,,92.9708,301.3,28.7,84.09166667
18-11-2021 19:00,2,54.27,25.86,119.64485,,86.9484,357.63,28.735,83.78
18-11-2021 20:00,2,49.67666667,21.43666667,114.0830167,,85.38006667,273.3533333,28.16166667,85.315
18-11-2021 21:00,2,50.495,21.465,109.4699667,,91.8416,258.5066667,27.86166667,86.97666667
18-11-2021 22:00,2,62.26833333,29.87333333,77.5385,,75.78186667,317.4566667,27.73666667,86.65
18-11-2021 23:00,2,95.73,59.25,76.1644,,71.76693333,311.78,27.22,89.605
19-11-2021 00:00,2,106.0483333,68.57,84.08183333,,77.00516667,274.6633333,27.205,89.88833333
19-11-2021 01:00,2,123.2706897,80.92931034,68.97575862,,70.05582759,649.1275862,26.86206897,91.05344828
19-11-2021 02:00,2,86.88833333,53.58833333,95.46723333,,80.80053333,346.2766667,26.71,92.73666667
19-11-2021 03:00,2,98.645,64.06833333,99.26236667,,81.92973333,310.47,26.44,93.925
19-11-2021 04:00,2,73.85333333,43.705,107.0162167,,85.0664,256.3233333,26.45333333,94.09
19-11-2021 05:00,2,61.04166667,33.33333333,100.8982,,75.12316667,208.29,26.28333333,94.18833333
19-11-2021 06:00,2,51.85833333,24.915,107.0489333,,77.4443,239.2933333,26.655,91.535
19-11-2021 07:00,2,51.45666667,24.78833333,92.42458333,,54.13886667,257.1966667,29.125,81.63
19-11-2021 08:00,2,51.52333333,24.34833333,91.83568333,,45.41893333,234.9266667,29.46833333,79.65
19-11-2021 09:00,2,45.72833333,19.89,65.20431667,,21.98803333,209.6,31.56166667,69.69833333
19-11-2021 10:00,2,46.635,20.62333333,63.07773333,,6.994766667,193.88,32.29333333,66.12333333
19-11-2021 11:00,2,48.54,21.805,92.03198333,,15.27556667,183.8366667,33.18666667,62.66833333
19-11-2021 12:00,2,51.63833333,24.30333333,110.7786333,,18.94546667,188.64,33.68166667,61.09
19-11-2021 13:00,2,54.30333333,26.38,145.0657,,27.35173333,175.1033333,33.11833333,63.18
19-11-2021 14:00,2,52.61,24.59166667,151.6744667,,45.0739,170.7366667,32.34,65.38166667
19-11-2021 15:00,2,52.505,24.06666667,155.1097167,,67.72063333,174.6666667,31.34333333,70.41166667
19-11-2021 16:00,2,45.58166667,20.41,217.40225,,87.48163333,188.2033333,27.94833333,83.63833333
19-11-2021 17:00,2,55.28,28.40166667,221.6227,,127.1291,389.5066667,28.02833333,87.445
19-11-2021 18:00,2,61.50166667,32.28666667,177.6187833,,96.42113333,316.1466667,28.34166667,85.125
19-11-2021 19:00,2,46.72666667,20.33,121.80415,,71.01413333,238.8566667,28.26833333,82.34
19-11-2021 20:00,2,41.48666667,16.33166667,126.8425167,,71.10823333,171.1733333,28.07166667,82.665
19-11-2021 21:00,2,39.57833333,15.07333333,125.2394,,71.20233333,162.0033333,28.015,83.925
19-11-2021 22:00,2,44.04333333,17.52166667,124.4214833,,84.18813333,152.3966667,27.85,85.46666667
19-11-2021 23:00,2,43.105,17.24166667,122.78565,,84.2195,147.1566667,27.64666667,87.06666667
20-11-2021 00:00,2,42.28833333,16.555,120.4627667,,85.8192,144.9733333,27.39666667,88.67666667
20-11-2021 01:00,2,42.54655172,17.03793103,115.1062586,,81.93189655,137.3241379,27.35517241,89.42758621
20-11-2021 02:00,2,42.50166667,17.37166667,113.6249833,,77.5384,131.4366667,27.15,91.06
20-11-2021 03:00,2,43.44833333,17.58166667,104.92235,,79.73406667,146.72,27.215,90.57666667
20-11-2021 04:00,2,43.93833333,18.07833333,93.60238333,,80.7378,162.44,27.31166667,90.115
20-11-2021 05:00,2,55.29666667,26.70833333,82.67501667,,74.18216667,227.0666667,27.00666667,92.32333333
20-11-2021 06:00,2,100.2166667,63.91166667,94.58388333,,84.2195,317.8933333,27.23666667,90.995
20-11-2021 07:00,2,97.67833333,60.885,101.6506833,,83.96856667,349.3333333,28.86,84.33833333
20-11-2021 08:00,2,98.27166667,59.63833333,136.91925,,96.57796667,381.6466667,29.34833333,81.31166667
20-11-2021 09:00,2,90.99333333,54.82,140.5180833,,67.0933,307.85,30.38666667,75.25833333
20-11-2021 10:00,2,80.47166667,47.74833333,118.1398833,,35.78936667,220.9533333,31.71666667,70.79666667
20-11-2021 11:00,2,87.08833333,54.33666667,151.5763167,,34.94246667,175.1033333,31.67166667,70.66666667
20-11-2021 12:00,2,80.895,48.85166667,179.0256,,65.14856667,152.8333333,30.60333333,76.50666667
20-11-2021 13:00,2,82.92333333,51.88166667,208.1434333,,82.65116667,215.2766667,29.595,83.84166667
20-11-2021 14:00,2,62.15833333,34.565,165.2191667,,77.19336667,177.7233333,28.69833333,85.1
20-11-2021 15:00,2,44.32333333,19.74833333,143.5280167,,85.85056667,181.2166667,25.85333333,92.255
20-11-2021 16:00,2,40.575,17.08333333,152.23065,,89.5832,231.4333333,25.11333333,96.72833333
20-11-2021 17:00,2,41.655,17.36333333,168.91615,,97.70716667,309.5966667,25.66,95.72666667
20-11-2021 18:00,2,40.05333333,16.33333333,134.8253833,,89.83413333,271.17,25.59166667,94.98666667
20-11-2021 19:00,2,53.745,28.25666667,120.0701667,,91.3711,355.01,26.08333333,92.90333333
20-11-2021 20:00,2,48.79333333,22.62333333,125.2394,,99.24413333,313.09,26.01166667,92.71666667
20-11-2021 21:00,2,46.45166667,20.43666667,115.8497167,,93.31583333,322.26,26.115,92.25333333
20-11-2021 22:00,2,48.5,21.21333333,104.13715,,86.16423333,262.4366667,26.255,90.555
20-11-2021 23:00,2,52.53,24.83666667,97.59381667,,88.5481,279.4666667,25.98666667,91.55166667
21-11-2021 00:00,2,77.48,46.51333333,106.6563333,,91.71613333,248.4633333,25.68,93.005
21-11-2021 01:00,2,88.50689655,56.52413793,105.1220345,,91.69882759,263.8068966,25.8862069,92.9
21-11-2021 02:00,2,91.815625,60.140625,100.113,,90.10075,275.1,26.109375,92.140625
22-11-2021 02:00,2,39.89333333,15.44833333,99.65496667,,72.67656667,131.8733333,27.58,84.36666667
22-11-2021 03:00,2,38.94666667,14.97833333,88.335,,67.3756,132.7466667,27.775,81.41
22-11-2021 04:00,2,36.81666667,13.21166667,86.60101667,,65.6818,133.62,27.93666667,79.685
22-11-2021 05:00,2,39.89333333,15.27833333,95.04191667,,75.9387,154.1433333,27.9,80.56333333
22-11-2021 06:00,2,40.31166667,15.51833333,95.04191667,,72.86476667,197.81,28.67833333,78.81333333
22-11-2021 07:00,2,41.35,16.49333333,79.76323333,,54.07613333,234.0533333,30.035,74.65333333
22-11-2021 08:00,2,42.93333333,17.435,75.01931667,,44.6034,226.63,30.99166667,70.91333333
22-11-2021 09:00,2,43.51333333,17.77,75.54278333,,40.0866,222.2633333,31.41,69.08666667
22-11-2021 10:00,2,43.36666667,18.18,98.11728333,,48.99473333,200.43,30.86333333,72.00166667
22-11-2021 11:00,2,43.62333333,18.27666667,119.05595,,62.54513333,182.9633333,30.77333333,73.01333333
22-11-2021 12:00,2,40.44,16.195,73.6125,,30.51976667,185.5833333,32.19333333,66.295
22-11-2021 13:00,2,38.33,14.205,84.93246667,,34.97383333,175.1033333,32.41,65.385
22-11-2021 14:00,2,36.1,12.535,85.09605,,35.22476667,186.8933333,32.20666667,65.375
22-11-2021 15:00,2,38.4754386,14.2245614,112.6486491,,51.47435088,183.4,31.25263158,69.4754386
22-11-2021 16:00,2,37.53166667,13.37333333,121.60785,,63.73706667,187.7666667,30.52666667,72.22666667
22-11-2021 17:00,2,38.77666667,13.11166667,115.4571167,,73.7744,277.2833333,29.51,74.16166667
22-11-2021 18:00,2,42.62166667,17.22666667,125.7628667,,82.1493,237.5466667,29.11833333,77.26833333
22-11-2021 19:00,2,43.16666667,18.195,120.4627667,,80.86326667,197.3733333,28.775,79.715
22-11-2021 20:00,2,39.47833333,15.49,111.6292667,,73.24116667,172.0466667,28.57833333,79.62
22-11-2021 21:00,2,39.15,14.86166667,111.3021,,75.1859,162.0033333,28.28666667,80.72333333
22-11-2021 22:00,2,40.94166667,16.04666667,111.1712333,,81.4906,153.7066667,27.88833333,83.00166667
22-11-2021 23:00,2,43.34166667,17.195,111.6292667,,88.29716667,157.2,27.73166667,84.17166667
23-11-2021 00:00,2,44.53166667,18.20333333,112.18545,,89.6773,149.7766667,27.41166667,86.19833333
23-11-2021 01:00,2,44.79310345,18.9862069,101.5683276,,83.94368966,153.1344828,27.54482759,85.59827586
23-11-2021 02:00,2,68.39,30.53666667,97.65925,,83.05893333,241.04,26.915,87.25
23-11-2021 03:00,2,59.06166667,27.38,100.9309167,,85.19186667,228.8133333,26.69333333,86.67666667
23-11-2021 04:00,2,63.67166667,34.33833333,98.60803333,,84.69,334.9233333,26.285,88.14
23-11-2021 05:00,2,62.39333333,33.82833333,88.76031667,,78.6676,300.4266667,26.395,86.75
23-11-2021 06:00,2,56.18166667,28.39,82.8386,,73.08433333,278.5933333,27.66,81.17333333
23-11-2021 07:00,2,59.355,30.99,78.78173333,,58.65566667,379.0266667,29.86833333,73.59
23-11-2021 08:00,2,65.16666667,35.20333333,109.4045333,,40.21206667,355.01,31.21833333,68.81
23-11-2021 09:00,2,72.725,41.29166667,162.2092333,,25.56383333,310.0333333,32.25666667,65.70666667
23-11-2021 10:00,2,76.27833333,44.43166667,205.2643667,,26.00296667,247.1533333,33.405,62.33166667
23-11-2021 11:00,2,65.75833333,35.95666667,215.6028333,,36.6049,214.4033333,33.19333333,62.89333333
23-11-2021 12:00,2,66.88833333,37.18166667,219.2016667,,37.9223,148.9033333,33.535,62.38
23-11-2021 13:00,2,73.89666667,42.80666667,214.5886167,,48.05373333,148.03,31.82333333,69.515
23-11-2021 14:00,2,43.49333333,18.105,195.41665,,82.77663333,133.62,26.125,86.67666667
23-11-2021 15:00,2,37.51833333,13.57666667,205.9841333,,122.3927333,188.2033333,26.12666667,91.62
23-11-2021 16:00,2,52.81333333,25.83333333,169.0797333,,102.9767667,297.8066667,27.095,89.01833333
23-11-2021 17:00,2,57.41666667,27.77833333,150.3658,,111.6339667,523.5633333,28.11166667,85.39666667
23-11-2021 18:00,2,62.24333333,31.32666667,132.20805,,101.1261333,512.21,28.23666667,85.47
23-11-2021 19:00,2,62.145,31.59833333,125.0758167,,100.8752,517.8866667,28.30666667,85.77833333
23-11-2021 20:00,2,61.89833333,31.78333333,121.0516667,,101.8162,557.6233333,28.45833333,85.55666667
23-11-2021 21:00,2,73.45666667,39.115,100.6691833,,93.12763333,617.01,28.13833333,87.54333333
23-11-2021 22:00,2,56.72666667,27.26333333,115.9805833,,95.3233,363.7433333,27.19666667,90.42666667
23-11-2021 23:00,2,45.71,18.38666667,110.4514667,,88.3599,194.7533333,27.19166667,87.03333333
24-11-2021 00:00,2,47.03666667,18.93166667,98.60803333,,85.47416667,192.57,27.16333333,85.285
24-11-2021 01:00,2,55.09655172,24.50172414,100.6206724,,88.90827586,208.6965517,27.06551724,85.70344828
24-11-2021 02:00,2,57.72333333,27.23333333,95.66353333,,86.25833333,258.5066667,26.68666667,88.98166667
24-11-2021 03:00,2,112.8483333,74.79166667,106.3291667,,90.96333333,363.3066667,26.16833333,92.52
24-11-2021 04:00,2,110.525,67.01,114.2793167,,99.71463333,428.37,26.13833333,92.53666667
24-11-2021 05:00,2,94.33833333,54.20666667,98.31358333,,88.29716667,392.5633333,26.22,88.73666667
24-11-2021 06:00,2,68.52833333,36.305,82.51143333,,76.28373333,355.4466667,27.40333333,78.73833333
24-11-2021 07:00,2,71.56166667,38.965,87.32078333,,60.66313333,372.9133333,29.88666667,69.26833333
24-11-2021 08:00,2,83.56,48.55,136.8211,,48.0851,375.0966667,30.71833333,65.67166667
24-11-2021 09:00,2,73.61,41.25166667,161.5221833,,18.28676667,333.6133333,32.505,58.46166667
24-11-2021 10:00,2,64.07666667,34.21166667,215.0793667,,21.29796667,273.79,32.69333333,58.59166667
24-11-2021 11:00,2,57.705,29.23666667,194.2061333,,12.54666667,228.3766667,34.29,53.795
24-11-2021 12:00,2,66.29166667,35.725,238.4390667,,11.82523333,182.09,34.2,53.92166667
24-11-2021 13:00,2,61.60666667,30.265,225.1233833,,38.45553333,141.0433333,33.235,56.4
24-11-2021 14:00,2,56.465,25.10333333,202.1235667,,48.30466667,131,32.57,57.43333333
24-11-2021 15:00,2,58.49333333,26.83333333,186.4195667,,45.23073333,153.7066667,33.63166667,55.53333333
24-11-2021 16:00,2,55.535,25.79666667,201.7309667,,52.75873333,178.16,31.77833333,64.475
24-11-2021 17:00,2,46.07333333,19.49666667,222.6042,,92.75123333,187.33,29.66833333,75.27333333
24-11-2021 18:00,2,46.79166667,20.72166667,194.9913333,,91.9357,185.5833333,29.06333333,76.48333333
24-11-2021 19:00,2,55.56833333,26.71666667,163.3543167,,84.0313,223.5733333,29.14333333,74.97
24-11-2021 20:00,2,49.51333333,22.93,164.8592833,,91.30836667,215.2766667,28.32,81.48333333
24-11-2021 21:00,2,45.44833333,20.84,151.9034833,,95.3233,255.8866667,27.31166667,86.94
24-11-2021 22:00,2,72.35333333,43.49666667,130.83395,,99.746,281.2133333,27.47333333,86.81
24-11-2021 23:00,2,88.25833333,55.47,114.54105,,91.9357,279.9033333,27.32833333,88.04166667
25-11-2021 00:00,2,87.96666667,54.925,104.0717167,,90.58693333,265.0566667,27.46,86.32333333
25-11-2021 01:00,2,79.91896552,48.27586207,104.5805172,,89.65458621,239.8655172,26.96724138,89.28965517
25-11-2021 02:00,2,81.87735849,49.04528302,101.7796981,,87.28218868,256.5622642,27.13396226,88.94150943
25-11-2021 03:00,2,72.07833333,39.83333333,99.62225,,83.99993333,270.2966667,26.66,89.79
25-11-2021 04:00,2,62.61166667,32.39,106.7217667,,87.07386667,278.5933333,26.63,87.055
25-11-2021 05:00,2,53.67333333,26.18333333,100.113,,73.17843333,197.81,26.26,84.235
25-11-2021 06:00,2,55.86333333,27.45333333,107.5069667,,78.13436667,248.4633333,26.75833333,80.99833333
25-11-2021 07:00,2,52.41666667,23.90666667,108.0304333,,72.51973333,324.4433333,27.67666667,75.88666667
25-11-2021 08:00,2,55.45166667,25.65166667,119.9720167,,59.91033333,296.9333333,29.13166667,69.38166667
25-11-2021 09:00,2,50.88833333,21.925,121.4769833,,44.4152,259.38,30.62666667,63.14833333
25-11-2021 10:00,2,55.405,24.735,144.2477833,,41.24716667,250.6466667,31.48333333,60.68333333
25-11-2021 11:00,2,62.49166667,29.10833333,175.3613333,,44.63476667,224.4466667,31.98166667,59.26666667
25-11-2021 12:00,2,67.18833333,31.65166667,187.0084667,,28.54366667,196.0633333,33.675,54.67166667
25-11-2021 13:00,2,64.79,29.88166667,197.18335,,10.31963333,202.1766667,34.52666667,52.24333333
25-11-2021 14:00,2,72.28333333,36.02833333,313.2948,,69.57126667,139.7333333,32.27166667,60.89666667
25-11-2021 15:00,2,74.97,34.99666667,300.3062833,,92.93943333,154.58,31.39666667,65.40166667
25-11-2021 16:00,2,57.87,23.17833333,177.7169333,,79.2322,232.7433333,30.885,66.09166667
25-11-2021 17:00,2,47.52033898,18.57457627,115.0517627,,62.04220339,308.6271186,30.22542373,62.17966102
25-11-2021 18:00,2,49.945,21.52,124.2251833,,81.4906,324.4433333,29.76333333,64.73333333
25-11-2021 19:00,2,51.635,21.67833333,121.3461167,,80.51823333,326.6266667,29.41666667,67.41333333
25-11-2021 20:00,2,78.8,34.62,121.706,,84.4077,306.9766667,28.98,68.83166667
25-11-2021 21:00,2,45.04666667,16.49166667,118.3361833,,66.37186667,200.8666667,28.42,67.90666667
25-11-2021 22:00,2,38.24166667,12.97,124.35605,,69.32033333,157.2,27.82833333,70.02
25-11-2021 23:00,2,38.44,12.96,122.6875,,72.7393,154.58,27.465,71.85166667
26-11-2021 00:00,2,37.245,12.18,119.2195333,,67.50106667,131.8733333,27.20833333,72.27666667
26-11-2021 01:00,2,36.67333333,11.885,124.4214833,,74.08806667,111.35,26.78,73.74666667
26-11-2021 02:00,2,43.70666667,17.52666667,123.2436833,,69.38306667,117.4633333,26.25166667,75.03
26-11-2021 03:00,2,40.315,15.65333333,122.8838,,64.929,106.11,26.08333333,74.67
26-11-2021 04:00,2,39.13666667,14.545,121.9350167,,66.811,123.5766667,25.955,74.96166667
26-11-2021 05:00,2,42.14,16.86666667,123.3418333,,67.62653333,131.8733333,25.59666667,75.20666667
26-11-2021 06:00,2,48.58333333,21.96,127.5622833,,74.37036667,166.37,25.83333333,74.97333333
26-11-2021 07:00,2,53.16,25.54166667,106.002,,52.7901,212.6566667,28.97333333,63.99666667
26-11-2021 08:00,2,54.21166667,25.69333333,118.5979167,,40.0866,191.6966667,29.31,62.34
26-11-2021 09:00,2,51.73333333,23.50833333,126.4826333,,28.10453333,148.03,30.53333333,58.67166667
26-11-2021 10:00,2,55.30333333,25.86833333,148.5991,,25.65793333,133.1833333,31.89166667,55.32
26-11-2021 11:00,2,55.22666667,25.39666667,154.0627833,,15.84016667,137.9866667,32.93666667,52.75
26-11-2021 12:00,2,55.015,25.29833333,155.2405833,,7.873033333,168.5533333,33.96166667,50.145
26-11-2021 13:00,2,53.15666667,23.86,167.4111833,,22.7722,167.68,33.33833333,52.73333333
26-11-2021 14:00,2,54.335,24.81333333,199.4080833,,48.30466667,139.7333333,32.08666667,57.51833333
26-11-2021 15:00,2,49.24333333,21.39833333,169.8322167,,47.20683333,160.2566667,32.11333333,55.605
26-11-2021 16:00,2,52.5,24.33666667,174.0853833,,54.45253333,165.9333333,31.24333333,59.92
26-11-2021 17:00,2,61.24137931,29.99137931,173.0147586,,71.06172414,246.1896552,30.71034483,62.39482759
26-11-2021 18:00,2,69.98333333,35.61166667,156.74555,,78.91853333,357.1933333,30.56166667,63.82333333
26-11-2021 19:00,2,63.30333333,28.855,124.2251833,,72.0806,309.16,30.30166667,64.32333333
26-11-2021 20:00,2,42.13166667,14.45333333,122.4912,,54.89166667,177.7233333,29.22833333,63.18666667
26-11-2021 21:00,2,41.82166667,14.62833333,128.7728,,60.75723333,165.06,28.64833333,64.30666667
26-11-2021 22:00,2,38.13,12.72833333,145.0657,,69.28896667,134.93,27.46166667,69.84
26-11-2021 23:00,2,42.56666667,16.06333333,137.5408667,,70.7632,130.1266667,27.35333333,69.04333333
27-11-2021 00:00,2,42.62166667,16.79166667,126.6789333,,61.03953333,108.73,27.23833333,68.62833333
27-11-2021 01:00,2,42.16666667,16.31666667,127.5622833,,61.4473,104.8,26.96166667,69.10333333
27-11-2021 02:00,2,39.95166667,15.32333333,127.9221667,,59.6594,96.50333333,26.7,69.46333333
27-11-2021 03:00,2,42.38333333,17.595,129.0345333,,64.39576667,104.8,26.22166667,71.93666667
27-11-2021 04:00,2,40.88,16.4,127.0061,,61.4473,104.3633333,26.11333333,71.54666667
27-11-2021 05:00,2,39.88,15.685,128.1839,,60.9768,109.1666667,25.985,71.505
27-11-2021 06:00,2,44.20666667,18.645,125.8283,,66.9992,156.7633333,26.17166667,70.85666667
27-11-2021 07:00,2,45.28666667,19.06333333,127.3987,,64.99173333,180.3433333,26.56333333,69.45333333
27-11-2021 08:00,2,49.2,20.52333333,135.1198333,,60.85133333,161.5666667,26.84666667,68.595
27-11-2021 09:00,2,48.84,19.67666667,142.6773833,,59.87896667,145.41,27.91666667,66.61166667
27-11-2021 10:00,2,45.37333333,17.60666667,141.5977333,,50.6258,123.14,28.695,64.95666667
27-11-2021 11:00,2,45.39333333,18.34833333,147.1922833,,52.53916667,126.6333333,28.81833333,65.015
27-11-2021 12:00,2,45.685,18.595,153.21215,,54.79756667,118.3366667,28.91,65.08333333
27-11-2021 13:00,2,45.41833333,17.19666667,153.5393167,,58.49883333,131.4366667,28.92,67.02833333
27-11-2021 14:00,2,41.10833333,13.87666667,164.8265667,,67.72063333,122.7033333,27.86666667,72.53333333
27-11-2021 15:00,2,42.82666667,17.20166667,173.1366,,78.13436667,137.1133333,27.15333333,77.535
27-11-2021 16:00,2,46.93,18.41166667,158.4141,,74.30763333,160.2566667,27.23833333,75.55333333
27-11-2021 17:00,2,42.51896552,16.50172414,144.9912414,,70.05582759,182.0448276,27.17758621,74.92586207
27-11-2021 18:00,2,38.03,13.61666667,134.4655,,67.5638,165.06,27.015,74.20666667
27-11-2021 19:00,2,34.61666667,10.915,133.7130167,,64.86626667,132.7466667,26.8,74.26333333
27-11-2021 20:00,2,33.785,10.235,135.7741667,,65.3054,129.2533333,26.45,76.25333333
27-11-2021 21:00,2,34.52166667,10.53,127.0061,,67.12466667,140.6066667,26.375,76.66333333
27-11-2021 22:00,2,35.52166667,11.04166667,122.7529333,,70.7632,143.6633333,26.435,76.53833333
27-11-2021 23:00,2,36.22333333,11.62,122.3603333,,76.37783333,148.03,26.355,77.11333333
28-11-2021 00:00,2,38.27166667,13.16166667,119.5794167,,78.32256667,145.41,25.99833333,78.71166667
28-11-2021 01:00,2,47.84166667,21.505,117.68185,,73.89986667,145.8466667,25.2,82.45833333
28-11-2021 02:00,2,49.39333333,22.81166667,119.5794167,,74.0567,148.03,24.93166667,84.08166667
28-11-2021 03:00,2,53.25666667,26.36333333,117.87815,,73.89986667,210.91,24.815,84.8
28-11-2021 04:00,2,50.285,23.89666667,114.2793167,,73.83713333,161.5666667,24.775,85.28666667
28-11-2021 05:00,2,48.79333333,22.62,114.4756167,,78.22846667,171.61,24.635,86.16
28-11-2021 06:00,2,59.26,30.695,108.5866167,,76.47193333,244.97,25.06666667,85.25333333
28-11-2021 07:00,2,55.15166667,27.695,113.1996667,,68.8812,224.4466667,26.24666667,80.91333333
28-11-2021 08:00,2,43.98,18.06,104.1044333,,51.88046667,186.8933333,28.17833333,73.67333333
28-11-2021 09:00,2,42.81833333,17.015,98.64075,,32.58996667,179.47,29.89333333,67.41666667
28-11-2021 10:00,2,50.915,23.55833333,113.36325,,20.29423333,176.85,31.89333333,61.99833333
28-11-2021 11:00,2,45.46333333,18.59833333,95.10735,,0.7528,174.23,33.30166667,56.60333333
28-11-2021 12:00,2,43.69,17.10833333,133.5167167,,15.36966667,163.3133333,32.67333333,57.72333333
28-11-2021 13:00,2,44.87166667,17.63833333,171.3699,,48.0851,156.3266667,31.38166667,62.535
28-11-2021 14:00,2,44.38,17.64833333,166.36425,,56.02086667,160.6933333,31.43666667,62.83333333
28-11-2021 15:00,2,48.96166667,20.225,160.966,,60.81996667,195.6266667,30.45833333,66.66333333
28-11-2021 16:00,2,40.385,14.44333333,134.95625,,63.4234,199.12,29.55166667,67.31333333
28-11-2021 17:00,2,56.98275862,28.09137931,143.7728276,,73.13841379,240.3172414,28.67931034,77.08448276
28-11-2021 18:00,2,46.89166667,21.415,154.1609333,,86.2897,227.5033333,27.44333333,84.27833333
28-11-2021 19:00,2,35.495,12.64166667,142.80825,,81.17693333,204.7966667,25.76833333,93.53833333
28-11-2021 20:00,2,34.10666667,11.82833333,130.8993833,,86.50926667,203.9233333,25.41333333,96.72
28-11-2021 21:00,2,34.40666667,12.045,115.4244,,83.0903,266.8033333,26.14,92.73333333
28-11-2021 22:00,2,35.89833333,12.30833333,106.7872,,85.88193333,235.8,26.695,88.32166667
28-11-2021 23:00,2,35.84666667,11.85333333,101.6834,,78.13436667,175.54,26.75833333,86.68833333
29-11-2021 00:00,2,36.59833333,12.87333333,98.05185,,68.44206667,134.4933333,26.50666667,86.61333333
29-11-2021 01:00,2,34.91333333,11.695,108.9465,,79.044,132.7466667,26.015,90.49
29-11-2021 02:00,2,34.665,11.775,101.5525333,,71.7983,134.0566667,25.90333333,90.18166667
29-11-2021 03:00,2,36.585,13.28166667,102.2068667,,74.74676667,153.7066667,26.00166667,89.92
29-11-2021 04:00,2,44.10166667,19.36666667,103.4828167,,77.75796667,182.9633333,26.01,91.53166667
29-11-2021 05:00,2,36.85833333,13.16833333,99.65496667,,73.08433333,166.8066667,25.82666667,90.56166667
29-11-2021 06:00,2,52.07333333,26.13166667,107.08165,,80.80053333,256.76,25.56666667,93.54333333
29-11-2021 07:00,2,50.03666667,23.95,103.7772667,,75.15453333,279.9033333,25.81833333,92.13333333
29-11-2021 08:00,2,54.46333333,26.115,101.3235167,,67.34423333,286.4533333,26.62833333,87.35
29-11-2021 09:00,2,53.35333333,24.59166667,93.56966667,,55.7072,236.2366667,28.00833333,80.42833333
29-11-2021 10:00,2,55.715,27.24166667,92.29371667,,31.8999,217.46,30.57333333,70.55666667
29-11-2021 11:00,2,51.29333333,24.09166667,105.3803833,,24.49736667,184.71,30.8,68.33
29-11-2021 12:00,2,49.38,22.55166667,139.66745,,44.72886667,162.0033333,30.03,70.735
29-11-2021 13:00,2,48.06833333,21.67,150.9874167,,51.97456667,161.13,30.345,69.11833333
29-11-2021 14:00,2,50.20833333,23.265,154.8152667,,52.35096667,168.1166667,30.17666667,72.17666667
29-11-2021 15:00,2,53.86833333,25.61833333,179.2219,,82.9021,218.77,28.78,80.39
29-11-2021 16:00,2,49.87833333,20.85333333,157.13815,,88.3599,360.25,28.53333333,78.82
29-11-2021 17:00,2,53.07413793,22.6862069,145.1943103,,94.13244828,455.337931,28.57068966,78.79827586
29-11-2021 18:00,2,45.08333333,17.49833333,128.9691,,84.37633333,347.15,28.39166667,79.76166667
29-11-2021 19:00,2,40.80666667,15.29,131.0629667,,88.79903333,230.9966667,27.77666667,83.52
29-11-2021 20:00,2,39.04166667,13.08666667,116.9620833,,80.39276667,199.9933333,27.53666667,84.14666667
29-11-2021 21:00,2,37.045,12.17,111.2693833,,77.22473333,176.4133333,27.13333333,85.4
29-11-2021 22:00,2,35.74666667,10.52,104.0062833,,78.79306667,155.4533333,27.21833333,83.56666667
29-11-2021 23:00,2,30.54666667,7.425,95.2055,,67.2815,128.38,27.38666667,81.09333333
30-11-2021 00:00,2,30.96833333,7.976666667,96.64503333,,67.12466667,110.9133333,27.10666667,81.93166667
30-11-2021 01:00,2,32.82833333,9.41,105.3476667,,74.339,105.2366667,26.79333333,83.47833333
30-11-2021 02:00,2,31.35333333,8.395,105.3476667,,70.73183333,105.6733333,26.66,83.76
30-11-2021 03:00,2,33.04666667,9.878333333,106.1983,,70.22996667,108.73,26.67333333,83.825
30-11-2021 04:00,2,34.4,11.02333333,110.0915833,,71.73556667,124.0133333,26.58166667,84.05333333
30-11-2021 05:00,2,36.65833333,12.80666667,108.8156333,,74.30763333,161.13,26.505,84.43666667
30-11-2021 06:00,2,35.81833333,11.98333333,108.8810667,,72.7393,189.0766667,26.64333333,84.17666667
30-11-2021 07:00,2,41.22666667,15.07333333,106.3618833,,72.14333333,294.75,27.22166667,82.40166667
30-11-2021 08:00,2,38.09333333,12.85166667,102.8939167,,62.4824,255.45,28.1,78.14
30-11-2021 09:00,2,40.72,14.67,108.0304333,,61.5414,220.08,28.64333333,76.42333333
30-11-2021 10:00,2,43.45166667,16.50166667,138.2279167,,75.71913333,214.4033333,28.75333333,78.51
30-11-2021 11:00,2,36.65166667,12.61166667,147.7484667,,73.2098,153.27,26.835,88.52
30-11-2021 12:00,2,28.93166667,6.86,161.2931667,,81.14556667,117.9,24.94833333,94.215
30-11-2021 13:00,2,30.14,7.756666667,146.3089333,,78.0089,127.9433333,25.435,91.93
30-11-2021 14:00,2,30.5,7.67,127.49685,,71.29643333,155.4533333,25.96666667,89.71166667
